date,item,units_sold,price_usd,revenue_usd,promo_flag,holiday_flag,weekend_flag,stockout_flag
2025-07-14 00:00:00,Bananas,272,0.59,161.34,0,0,0,0
2025-07-15 00:00:00,Bananas,283,0.59,167.99,0,0,0,0
2025-07-16 00:00:00,Bananas,306,0.59,181.59,0,0,0,0
2025-07-17 00:00:00,Bananas,276,0.59,163.69,0,0,0,0
2025-07-18 00:00:00,Bananas,288,0.59,170.9,0,0,0,0
2025-07-19 00:00:00,Bananas,276,0.59,163.43,0,0,1,0
2025-07-20 00:00:00,Bananas,283,0.59,167.68,0,0,1,0
2025-07-21 00:00:00,Bananas,281,0.59,166.44,0,0,0,0
2025-07-22 00:00:00,Bananas,291,0.59,172.58,0,0,0,0
2025-07-23 00:00:00,Bananas,345,0.53,182.11,1,0,0,0
2025-07-24 00:00:00,Bananas,353,0.54,190.46,1,0,0,0
2025-07-25 00:00:00,Bananas,344,0.53,182.25,1,0,0,0
2025-07-26 00:00:00,Bananas,337,0.56,187.32,1,0,1,0
2025-07-27 00:00:00,Bananas,326,0.54,177.6,1,0,1,0
2025-07-28 00:00:00,Bananas,328,0.56,183.42,1,0,0,0
2025-07-29 00:00:00,Bananas,273,0.59,161.66,0,0,0,0
2025-07-30 00:00:00,Bananas,284,0.59,167.96,0,0,0,0
2025-07-31 00:00:00,Bananas,299,0.59,176.82,0,0,0,0
2025-08-01 00:00:00,Bananas,276,0.59,163.41,0,0,0,0
2025-08-02 00:00:00,Bananas,273,0.59,161.56,0,0,1,0
2025-08-03 00:00:00,Bananas,277,0.59,164.07,0,0,1,0
2025-08-04 00:00:00,Bananas,253,0.59,149.61,0,0,0,0
2025-08-05 00:00:00,Bananas,284,0.59,168.02,0,0,0,0
2025-08-06 00:00:00,Bananas,288,0.59,170.41,0,0,0,0
2025-08-07 00:00:00,Bananas,282,0.59,166.96,0,0,0,0
2025-08-08 00:00:00,Bananas,273,0.59,161.58,0,0,0,0
2025-08-09 00:00:00,Bananas,317,0.54,169.82,1,0,1,0
2025-08-10 00:00:00,Bananas,350,0.53,184.42,1,0,1,0
2025-08-11 00:00:00,Bananas,318,0.53,167.05,1,0,0,0
2025-08-12 00:00:00,Bananas,333,0.52,174.78,1,0,0,0
2025-08-13 00:00:00,Bananas,345,0.53,183.58,1,0,0,0
2025-08-14 00:00:00,Bananas,339,0.55,185.23,1,0,0,0
2025-08-15 00:00:00,Bananas,278,0.59,164.83,0,0,0,0
2025-08-16 00:00:00,Bananas,267,0.59,158.38,0,0,1,0
2025-08-17 00:00:00,Bananas,298,0.59,176.64,0,0,1,0
2025-08-18 00:00:00,Bananas,264,0.59,156.54,0,0,0,0
2025-08-19 00:00:00,Bananas,292,0.59,173.16,0,0,0,0
2025-08-20 00:00:00,Bananas,275,0.59,163.23,0,0,0,0
2025-08-21 00:00:00,Bananas,284,0.59,168.57,0,0,0,0
2025-08-22 00:00:00,Bananas,256,0.59,151.83,0,0,0,0
2025-08-23 00:00:00,Bananas,275,0.59,163.05,0,0,1,0
2025-08-24 00:00:00,Bananas,273,0.59,161.73,0,0,1,0
2025-08-25 00:00:00,Bananas,264,0.59,156.58,0,0,0,0
2025-08-26 00:00:00,Bananas,282,0.59,167.12,0,0,0,0
2025-08-27 00:00:00,Bananas,279,0.59,165.13,0,0,0,0
2025-08-28 00:00:00,Bananas,266,0.59,157.49,0,0,0,0
2025-08-29 00:00:00,Bananas,229,0.59,135.66,0,0,0,0
2025-08-30 00:00:00,Bananas,275,0.59,163.1,0,0,1,0
2025-08-31 00:00:00,Bananas,263,0.59,155.79,0,0,1,0
2025-09-01 00:00:00,Bananas,303,0.59,179.66,0,1,0,0
2025-09-02 00:00:00,Bananas,256,0.59,151.79,0,0,0,0
2025-09-03 00:00:00,Bananas,279,0.59,165.32,0,0,0,0
2025-09-04 00:00:00,Bananas,282,0.59,167.11,0,0,0,0
2025-09-05 00:00:00,Bananas,247,0.59,146.28,0,0,0,0
2025-09-06 00:00:00,Bananas,314,0.54,169.64,1,0,1,0
2025-09-07 00:00:00,Bananas,328,0.53,173.02,1,0,1,0
2025-09-08 00:00:00,Bananas,334,0.53,176.48,1,0,0,0
2025-09-09 00:00:00,Bananas,339,0.53,178.81,1,0,0,0
2025-09-10 00:00:00,Bananas,331,0.52,173.72,1,0,0,0
2025-09-11 00:00:00,Bananas,339,0.52,177.91,1,0,0,0
2025-09-12 00:00:00,Bananas,256,0.59,151.73,0,0,0,0
2025-09-13 00:00:00,Bananas,273,0.59,161.93,0,0,1,0
2025-09-14 00:00:00,Bananas,275,0.59,162.97,0,0,1,0
2025-09-15 00:00:00,Bananas,265,0.59,156.84,0,0,0,0
2025-09-16 00:00:00,Bananas,283,0.59,167.47,0,0,0,0
2025-09-17 00:00:00,Bananas,271,0.59,160.34,0,0,0,0
2025-09-18 00:00:00,Bananas,288,0.59,170.41,0,0,0,0
2025-09-19 00:00:00,Bananas,250,0.59,147.87,0,0,0,0
2025-09-20 00:00:00,Bananas,273,0.59,161.61,0,0,1,0
2025-09-21 00:00:00,Bananas,282,0.59,166.81,0,0,1,0
2025-09-22 00:00:00,Bananas,287,0.59,169.74,0,0,0,0
2025-09-23 00:00:00,Bananas,284,0.59,168.09,0,0,0,0
2025-09-24 00:00:00,Bananas,274,0.59,162.3,0,0,0,0
2025-09-25 00:00:00,Bananas,268,0.59,158.58,0,0,0,0
2025-09-26 00:00:00,Bananas,268,0.59,158.54,0,0,0,0
2025-09-27 00:00:00,Bananas,276,0.59,163.46,0,0,1,0
2025-09-28 00:00:00,Bananas,280,0.59,165.8,0,0,1,0
2025-09-29 00:00:00,Bananas,270,0.59,159.87,0,0,0,0
2025-09-30 00:00:00,Bananas,275,0.59,162.9,0,0,0,0
2025-10-01 00:00:00,Bananas,278,0.59,164.54,0,0,0,0
2025-10-02 00:00:00,Bananas,281,0.59,166.54,0,0,0,0
2025-10-03 00:00:00,Bananas,249,0.59,147.69,0,0,0,0
2025-10-04 00:00:00,Bananas,271,0.59,160.69,0,0,1,0
2025-10-05 00:00:00,Bananas,281,0.59,166.43,0,0,1,0
2025-10-06 00:00:00,Bananas,242,0.59,143.43,0,0,0,0
2025-10-07 00:00:00,Bananas,275,0.59,163.22,0,0,0,0
2025-10-08 00:00:00,Bananas,297,0.59,176.36,0,0,0,0
2025-10-09 00:00:00,Bananas,277,0.59,164.45,0,0,0,0
2025-10-10 00:00:00,Bananas,264,0.59,156.96,0,0,0,0
2025-10-11 00:00:00,Bananas,268,0.59,159.26,0,0,1,0
2025-10-12 00:00:00,Bananas,267,0.6,158.87,0,0,1,0
2025-10-13 00:00:00,Bananas,282,0.59,167.57,0,1,0,0
2025-10-14 00:00:00,Bananas,279,0.6,166.05,0,0,0,0
2025-10-15 00:00:00,Bananas,278,0.6,165.49,0,0,0,0
2025-10-16 00:00:00,Bananas,260,0.6,154.76,0,0,0,0
2025-10-17 00:00:00,Bananas,263,0.6,156.7,0,0,0,0
2025-10-18 00:00:00,Bananas,271,0.6,161.54,0,0,1,0
2025-10-19 00:00:00,Bananas,272,0.6,162.25,0,0,1,0
2025-10-20 00:00:00,Bananas,278,0.6,166.02,0,0,0,0
2025-10-21 00:00:00,Bananas,282,0.6,168.46,0,0,0,0
2025-10-22 00:00:00,Bananas,277,0.6,165.58,0,0,0,0
2025-10-23 00:00:00,Bananas,273,0.6,163.09,0,0,0,0
2025-10-24 00:00:00,Bananas,271,0.6,162.13,0,0,0,0
2025-10-25 00:00:00,Bananas,265,0.6,158.39,0,0,1,0
2025-10-26 00:00:00,Bananas,267,0.6,159.42,0,0,1,0
2025-10-27 00:00:00,Bananas,250,0.6,149.25,0,0,0,0
2025-10-28 00:00:00,Bananas,286,0.6,170.87,0,0,0,0
2025-10-29 00:00:00,Bananas,272,0.6,162.68,0,0,0,0
2025-10-30 00:00:00,Bananas,265,0.6,158.59,0,0,0,0
2025-10-31 00:00:00,Bananas,278,0.6,166.16,0,0,0,0
2025-11-01 00:00:00,Bananas,267,0.6,159.65,0,0,1,0
2025-11-02 00:00:00,Bananas,276,0.6,165.22,0,0,1,0
2025-11-03 00:00:00,Bananas,268,0.6,160.53,0,0,0,0
2025-11-04 00:00:00,Bananas,290,0.6,173.51,0,0,0,0
2025-11-05 00:00:00,Bananas,280,0.6,167.44,0,0,0,0
2025-11-06 00:00:00,Bananas,285,0.6,170.36,0,0,0,0
2025-11-07 00:00:00,Bananas,255,0.6,152.58,0,0,0,0
2025-11-08 00:00:00,Bananas,279,0.6,166.84,0,0,1,0
2025-11-09 00:00:00,Bananas,262,0.6,156.81,0,0,1,0
2025-11-10 00:00:00,Bananas,265,0.6,158.62,0,0,0,0
2025-11-11 00:00:00,Bananas,293,0.6,175.44,0,1,0,0
2025-11-12 00:00:00,Bananas,285,0.6,170.45,0,0,0,0
2025-11-13 00:00:00,Bananas,266,0.6,158.91,0,0,0,0
2025-11-14 00:00:00,Bananas,324,0.54,175.1,1,0,0,0
2025-11-15 00:00:00,Bananas,339,0.55,184.98,1,0,1,0
2025-11-16 00:00:00,Bananas,339,0.53,181.21,1,0,1,0
2025-11-17 00:00:00,Bananas,313,0.53,167,1,0,0,0
2025-11-18 00:00:00,Bananas,339,0.56,190.25,1,0,0,0
2025-11-19 00:00:00,Bananas,351,0.55,191.49,1,0,0,0
2025-11-20 00:00:00,Bananas,265,0.6,158.29,0,0,0,0
2025-11-21 00:00:00,Bananas,266,0.6,158.63,0,0,0,0
2025-11-22 00:00:00,Bananas,265,0.6,158,0,0,1,0
2025-11-23 00:00:00,Bananas,289,0.6,172.27,0,0,1,0
2025-11-24 00:00:00,Bananas,342,0.53,181.49,1,0,0,0
2025-11-25 00:00:00,Bananas,344,0.54,185.5,1,0,0,0
2025-11-26 00:00:00,Bananas,359,0.53,191,1,0,0,0
2025-11-27 00:00:00,Bananas,370,0.53,196.6,1,1,0,0
2025-11-28 00:00:00,Bananas,329,0.56,184.43,1,0,0,0
2025-11-29 00:00:00,Bananas,341,0.53,180.24,1,0,1,0
2025-11-30 00:00:00,Bananas,340,0.56,191.72,1,0,1,0
2025-12-01 00:00:00,Bananas,269,0.6,160.11,0,0,0,0
2025-12-02 00:00:00,Bananas,298,0.6,177.38,0,0,0,0
2025-12-03 00:00:00,Bananas,292,0.6,173.83,0,0,0,0
2025-12-04 00:00:00,Bananas,265,0.6,157.79,0,0,0,0
2025-12-05 00:00:00,Bananas,270,0.6,160.77,0,0,0,0
2025-12-06 00:00:00,Bananas,281,0.6,167.63,0,0,1,0
2025-12-07 00:00:00,Bananas,287,0.6,171.27,0,0,1,0
2025-12-08 00:00:00,Bananas,282,0.6,168.45,0,0,0,0
2025-12-09 00:00:00,Bananas,294,0.6,175.43,0,0,0,0
2025-12-10 00:00:00,Bananas,301,0.6,179.75,0,0,0,0
2025-12-11 00:00:00,Bananas,90,0.6,53.74,0,0,0,1
2025-12-12 00:00:00,Bananas,114,0.6,68.11,0,0,0,1
2025-12-13 00:00:00,Bananas,278,0.6,166.29,0,0,1,0
2025-12-14 00:00:00,Bananas,298,0.6,178.21,0,0,1,0
2025-12-15 00:00:00,Bananas,279,0.6,166.8,0,0,0,0
2025-12-16 00:00:00,Bananas,346,0.53,182.15,1,0,0,0
2025-12-17 00:00:00,Bananas,360,0.54,192.92,1,0,0,0
2025-12-18 00:00:00,Bananas,344,0.55,188.14,1,0,0,0
2025-12-19 00:00:00,Bananas,339,0.56,188.48,1,0,0,0
2025-12-20 00:00:00,Bananas,350,0.56,197.73,1,0,1,0
2025-12-21 00:00:00,Bananas,350,0.57,198.22,1,0,1,0
2025-12-22 00:00:00,Bananas,344,0.54,186.47,1,0,0,0
2025-12-23 00:00:00,Bananas,365,0.56,203.97,1,0,0,0
2025-12-24 00:00:00,Bananas,349,0.55,191.92,1,0,0,0
2025-12-25 00:00:00,Bananas,367,0.55,201.58,1,1,0,0
2025-12-26 00:00:00,Bananas,345,0.55,190.61,1,0,0,0
2025-12-27 00:00:00,Bananas,365,0.55,201.56,1,0,1,0
2025-12-28 00:00:00,Bananas,346,0.55,191.8,1,0,1,0
2025-12-29 00:00:00,Bananas,344,0.55,189.88,1,0,0,0
2025-12-30 00:00:00,Bananas,344,0.53,183.36,1,0,0,0
2025-12-31 00:00:00,Bananas,361,0.53,191.9,1,0,0,0
2026-01-01 00:00:00,Bananas,322,0.6,193.14,0,1,0,0
2026-01-02 00:00:00,Bananas,275,0.6,165.05,0,0,0,0
2026-01-03 00:00:00,Bananas,288,0.6,172.88,0,0,1,0
2026-01-04 00:00:00,Bananas,287,0.6,172.31,0,0,1,0
2026-01-05 00:00:00,Bananas,295,0.6,177.07,0,0,0,0
2026-01-06 00:00:00,Bananas,301,0.6,180.73,0,0,0,0
2026-01-07 00:00:00,Bananas,301,0.6,180.79,0,0,0,0
2026-01-08 00:00:00,Bananas,299,0.6,179.57,0,0,0,0
2026-01-09 00:00:00,Bananas,270,0.6,162.33,0,0,0,0
2026-01-10 00:00:00,Bananas,303,0.6,182.11,0,0,1,0
2026-01-11 00:00:00,Bananas,300,0.6,180.41,0,0,1,0
2026-01-12 00:00:00,Bananas,293,0.6,176.14,0,0,0,0
2026-01-13 00:00:00,Bananas,296,0.6,178.14,0,0,0,0
2026-01-14 00:00:00,Bananas,312,0.6,187.72,0,0,0,0
2026-01-15 00:00:00,Bananas,315,0.6,189.66,0,0,0,0
2026-01-16 00:00:00,Bananas,297,0.6,178.98,0,0,0,0
2026-01-17 00:00:00,Bananas,289,0.6,174.39,0,0,1,0
2026-01-18 00:00:00,Bananas,278,0.6,167.76,0,0,1,0
2026-01-19 00:00:00,Bananas,304,0.6,183.24,0,1,0,0
2026-01-20 00:00:00,Bananas,308,0.6,185.83,0,0,0,0
2026-01-21 00:00:00,Bananas,303,0.6,182.95,0,0,0,0
2026-01-22 00:00:00,Bananas,291,0.6,175.72,0,0,0,0
2026-01-23 00:00:00,Bananas,290,0.6,175.3,0,0,0,0
2026-01-24 00:00:00,Bananas,272,0.6,164.51,0,0,1,0
2026-01-25 00:00:00,Bananas,304,0.6,183.86,0,0,1,0
2026-01-26 00:00:00,Bananas,282,0.6,170.37,0,0,0,0
2026-01-27 00:00:00,Bananas,311,0.6,187.83,0,0,0,0
2026-01-28 00:00:00,Bananas,312,0.6,188.11,0,0,0,0
2026-01-29 00:00:00,Bananas,307,0.6,185.23,0,0,0,0
2026-01-30 00:00:00,Bananas,286,0.6,172.59,0,0,0,0
2026-01-31 00:00:00,Bananas,300,0.6,180.99,0,0,1,0
2026-02-01 00:00:00,Bananas,312,0.6,188.26,0,0,1,0
2026-02-02 00:00:00,Bananas,291,0.6,175.6,0,0,0,0
2026-02-03 00:00:00,Bananas,314,0.6,189.37,0,0,0,0
2026-02-04 00:00:00,Bananas,311,0.6,187.45,0,0,0,0
2026-02-05 00:00:00,Bananas,302,0.6,182.08,0,0,0,0
2026-02-06 00:00:00,Bananas,275,0.6,165.7,0,0,0,0
2026-02-07 00:00:00,Bananas,278,0.6,167.51,0,0,1,0
2026-02-08 00:00:00,Bananas,322,0.6,193.84,0,0,1,0
2026-02-09 00:00:00,Bananas,294,0.6,177.01,0,0,0,0
2026-02-10 00:00:00,Bananas,315,0.6,189.41,0,0,0,0
2026-02-11 00:00:00,Bananas,307,0.6,184.69,0,0,0,0
2026-02-12 00:00:00,Bananas,312,0.6,187.65,0,0,0,0
2022-01-01 00:00:00,Bread_Whole,182,2.49,453.18,0,0,1,0
2022-01-02 00:00:00,Bread_Whole,203,2.49,505.72,0,0,1,0
2022-01-03 00:00:00,Bread_Whole,195,2.49,486.12,0,0,0,0
2022-01-04 00:00:00,Bread_Whole,273,2.36,644.49,1,0,0,0
2022-01-05 00:00:00,Bread_Whole,262,2.35,615.55,1,0,0,0
2022-01-06 00:00:00,Bread_Whole,267,2.21,589.68,1,0,0,0
2022-01-07 00:00:00,Bread_Whole,243,2.24,544.56,1,0,0,0
2022-01-08 00:00:00,Bread_Whole,235,2.3,540.89,1,0,1,0
2022-01-09 00:00:00,Bread_Whole,255,2.22,565.93,1,0,1,0
2022-01-10 00:00:00,Bread_Whole,207,2.5,517.44,0,0,0,0
2022-01-11 00:00:00,Bread_Whole,216,2.5,539.19,0,0,0,0
2022-01-12 00:00:00,Bread_Whole,218,2.5,544.28,0,0,0,0
2022-01-13 00:00:00,Bread_Whole,214,2.5,534.6,0,0,0,0
2022-01-14 00:00:00,Bread_Whole,195,2.5,486.76,0,0,0,0
2022-01-15 00:00:00,Bread_Whole,207,2.49,516.44,0,0,1,0
2022-01-16 00:00:00,Bread_Whole,213,2.49,530.64,0,0,1,0
2022-01-17 00:00:00,Bread_Whole,223,2.49,555.26,0,1,0,0
2022-01-18 00:00:00,Bread_Whole,211,2.49,525.68,0,0,0,0
2022-01-19 00:00:00,Bread_Whole,214,2.49,532.44,0,0,0,0
2022-01-20 00:00:00,Bread_Whole,206,2.48,511.58,0,0,0,0
2022-01-21 00:00:00,Bread_Whole,200,2.48,496.45,0,0,0,0
2022-01-22 00:00:00,Bread_Whole,209,2.49,519.45,0,0,1,0
2022-01-23 00:00:00,Bread_Whole,209,2.48,519.34,0,0,1,0
2022-01-24 00:00:00,Bread_Whole,227,2.48,563.77,0,0,0,0
2022-01-25 00:00:00,Bread_Whole,208,2.49,516.91,0,0,0,0
2022-01-26 00:00:00,Bread_Whole,220,2.48,546.49,0,0,0,0
2022-01-27 00:00:00,Bread_Whole,221,2.48,548.38,0,0,0,0
2022-01-28 00:00:00,Bread_Whole,196,2.48,486.53,0,0,0,0
2022-01-29 00:00:00,Bread_Whole,194,2.48,481.21,0,0,1,0
2022-01-30 00:00:00,Bread_Whole,215,2.48,532.81,0,0,1,0
2022-01-31 00:00:00,Bread_Whole,190,2.48,470.7,0,0,0,0
2022-02-01 00:00:00,Bread_Whole,225,2.48,557.7,0,0,0,0
2022-02-02 00:00:00,Bread_Whole,228,2.48,565.37,0,0,0,0
2022-02-03 00:00:00,Bread_Whole,215,2.48,533.56,0,0,0,0
2022-02-04 00:00:00,Bread_Whole,204,2.48,506.09,0,0,0,0
2022-02-05 00:00:00,Bread_Whole,206,2.48,511.23,0,0,1,0
2022-02-06 00:00:00,Bread_Whole,216,2.48,536.18,0,0,1,0
2022-02-07 00:00:00,Bread_Whole,212,2.49,526.9,0,0,0,0
2022-02-08 00:00:00,Bread_Whole,224,2.48,556.52,0,0,0,0
2022-02-09 00:00:00,Bread_Whole,226,2.48,560.36,0,0,0,0
2022-02-10 00:00:00,Bread_Whole,226,2.48,560.47,0,0,0,0
2022-02-11 00:00:00,Bread_Whole,203,2.48,503.02,0,0,0,0
2022-02-12 00:00:00,Bread_Whole,202,2.48,501.37,0,0,1,0
2022-02-13 00:00:00,Bread_Whole,207,2.48,513.1,0,0,1,0
2022-02-14 00:00:00,Bread_Whole,217,2.48,537.93,0,0,0,0
2022-02-15 00:00:00,Bread_Whole,222,2.48,550.53,0,0,0,0
2022-02-16 00:00:00,Bread_Whole,240,2.47,593.91,0,0,0,0
2022-02-17 00:00:00,Bread_Whole,210,2.48,520.18,0,0,0,0
2022-02-18 00:00:00,Bread_Whole,271,2.27,615.9,1,0,0,0
2022-02-19 00:00:00,Bread_Whole,241,2.24,540.38,1,0,1,0
2022-02-20 00:00:00,Bread_Whole,261,2.33,607.85,1,0,1,0
2022-02-21 00:00:00,Bread_Whole,289,2.24,646.74,1,1,0,0
2022-02-22 00:00:00,Bread_Whole,287,2.2,631.09,1,0,0,0
2022-02-23 00:00:00,Bread_Whole,295,2.23,659.25,1,0,0,0
2022-02-24 00:00:00,Bread_Whole,226,2.48,561.08,0,0,0,0
2022-02-25 00:00:00,Bread_Whole,215,2.48,534.03,0,0,0,0
2022-02-26 00:00:00,Bread_Whole,205,2.48,508.51,0,0,1,0
2022-02-27 00:00:00,Bread_Whole,210,2.48,520.57,0,0,1,0
2022-02-28 00:00:00,Bread_Whole,205,2.47,507.31,0,0,0,0
2022-03-01 00:00:00,Bread_Whole,238,2.48,589.91,0,0,0,0
2022-03-02 00:00:00,Bread_Whole,212,2.48,526.4,0,0,0,0
2022-03-03 00:00:00,Bread_Whole,232,2.49,576.68,0,0,0,0
2022-03-04 00:00:00,Bread_Whole,225,2.49,559.61,0,0,0,0
2022-03-05 00:00:00,Bread_Whole,231,2.49,575.24,0,0,1,0
2022-03-06 00:00:00,Bread_Whole,204,2.49,507.9,0,0,1,0
2022-03-07 00:00:00,Bread_Whole,207,2.49,515.35,0,0,0,0
2022-03-08 00:00:00,Bread_Whole,243,2.49,605.49,0,0,0,0
2022-03-09 00:00:00,Bread_Whole,227,2.49,564.62,0,0,0,0
2022-03-10 00:00:00,Bread_Whole,217,2.49,539.53,0,0,0,0
2022-03-11 00:00:00,Bread_Whole,214,2.49,532.26,0,0,0,0
2022-03-12 00:00:00,Bread_Whole,225,2.49,559.54,0,0,1,0
2022-03-13 00:00:00,Bread_Whole,216,2.49,536.76,0,0,1,0
2022-03-14 00:00:00,Bread_Whole,212,2.49,526.83,0,0,0,0
2022-03-15 00:00:00,Bread_Whole,239,2.49,594.15,0,0,0,0
2022-03-16 00:00:00,Bread_Whole,250,2.49,621.53,0,0,0,0
2022-03-17 00:00:00,Bread_Whole,224,2.49,557.35,0,0,0,0
2022-03-18 00:00:00,Bread_Whole,217,2.49,540.05,0,0,0,0
2022-03-19 00:00:00,Bread_Whole,209,2.49,519.93,0,0,1,0
2022-03-20 00:00:00,Bread_Whole,227,2.49,564.95,0,0,1,0
2022-03-21 00:00:00,Bread_Whole,225,2.49,560.16,0,0,0,0
2022-03-22 00:00:00,Bread_Whole,235,2.49,585.3,0,0,0,0
2022-03-23 00:00:00,Bread_Whole,228,2.49,566.79,0,0,0,0
2022-03-24 00:00:00,Bread_Whole,223,2.49,554.41,0,0,0,0
2022-03-25 00:00:00,Bread_Whole,229,2.49,569.95,0,0,0,0
2022-03-26 00:00:00,Bread_Whole,208,2.49,517.15,0,0,1,0
2022-03-27 00:00:00,Bread_Whole,216,2.49,537.3,0,0,1,0
2022-03-28 00:00:00,Bread_Whole,211,2.49,524.93,0,0,0,0
2022-03-29 00:00:00,Bread_Whole,257,2.49,639.54,0,0,0,0
2022-03-30 00:00:00,Bread_Whole,239,2.49,595.52,0,0,0,0
2022-03-31 00:00:00,Bread_Whole,220,2.49,547.44,0,0,0,0
2022-04-01 00:00:00,Bread_Whole,202,2.49,503.24,0,0,0,0
2022-04-02 00:00:00,Bread_Whole,230,2.49,573.02,0,0,1,0
2022-04-03 00:00:00,Bread_Whole,226,2.49,562.23,0,0,1,0
2022-04-04 00:00:00,Bread_Whole,213,2.49,530.52,0,0,0,0
2022-04-05 00:00:00,Bread_Whole,228,2.49,567.16,0,0,0,0
2022-04-06 00:00:00,Bread_Whole,239,2.48,593.17,0,0,0,0
2022-04-07 00:00:00,Bread_Whole,231,2.48,573.03,0,0,0,0
2022-04-08 00:00:00,Bread_Whole,225,2.48,559.08,0,0,0,0
2022-04-09 00:00:00,Bread_Whole,193,2.48,479.43,0,0,1,0
2022-04-10 00:00:00,Bread_Whole,221,2.49,549.66,0,0,1,0
2022-04-11 00:00:00,Bread_Whole,226,2.49,563,0,0,0,0
2022-04-12 00:00:00,Bread_Whole,227,2.49,564.81,0,0,0,0
2022-04-13 00:00:00,Bread_Whole,219,2.49,545.25,0,0,0,0
2022-04-14 00:00:00,Bread_Whole,230,2.49,572.55,0,0,0,0
2022-04-15 00:00:00,Bread_Whole,219,2.49,545.73,0,0,0,0
2022-04-16 00:00:00,Bread_Whole,214,2.49,533.73,0,0,1,0
2022-04-17 00:00:00,Bread_Whole,226,2.5,564.55,0,0,1,0
2022-04-18 00:00:00,Bread_Whole,222,2.5,554.65,0,0,0,0
2022-04-19 00:00:00,Bread_Whole,223,2.5,557.24,0,0,0,0
2022-04-20 00:00:00,Bread_Whole,227,2.5,566.93,0,0,0,0
2022-04-21 00:00:00,Bread_Whole,230,2.49,573.09,0,0,0,0
2022-04-22 00:00:00,Bread_Whole,230,2.49,572.97,0,0,0,0
2022-04-23 00:00:00,Bread_Whole,220,2.49,548.48,0,0,1,0
2022-04-24 00:00:00,Bread_Whole,215,2.49,535.96,0,0,1,0
2022-04-25 00:00:00,Bread_Whole,227,2.49,566.29,0,0,0,0
2022-04-26 00:00:00,Bread_Whole,231,2.49,575.83,0,0,0,0
2022-04-27 00:00:00,Bread_Whole,232,2.49,578.31,0,0,0,0
2022-04-28 00:00:00,Bread_Whole,229,2.49,571.16,0,0,0,0
2022-04-29 00:00:00,Bread_Whole,210,2.49,523.95,0,0,0,0
2022-04-30 00:00:00,Bread_Whole,210,2.49,523.44,0,0,1,0
2022-05-01 00:00:00,Bread_Whole,216,2.5,538.92,0,0,1,0
2022-05-02 00:00:00,Bread_Whole,207,2.5,516.64,0,0,0,0
2022-05-03 00:00:00,Bread_Whole,232,2.49,578.3,0,0,0,0
2022-05-04 00:00:00,Bread_Whole,228,2.5,569.04,0,0,0,0
2022-05-05 00:00:00,Bread_Whole,238,2.5,593.84,0,0,0,0
2022-05-06 00:00:00,Bread_Whole,211,2.49,526.23,0,0,0,0
2022-05-07 00:00:00,Bread_Whole,210,2.49,523.31,0,0,1,0
2022-05-08 00:00:00,Bread_Whole,200,2.49,498.56,0,0,1,0
2022-05-09 00:00:00,Bread_Whole,233,2.49,580.32,0,0,0,0
2022-05-10 00:00:00,Bread_Whole,215,2.49,535.15,0,0,0,0
2022-05-11 00:00:00,Bread_Whole,243,2.49,604.74,0,0,0,0
2022-05-12 00:00:00,Bread_Whole,234,2.49,582.52,0,0,0,0
2022-05-13 00:00:00,Bread_Whole,203,2.49,505.58,0,0,0,0
2022-05-14 00:00:00,Bread_Whole,209,2.49,520.1,0,0,1,0
2022-05-15 00:00:00,Bread_Whole,206,2.49,513.2,0,0,1,0
2022-05-16 00:00:00,Bread_Whole,232,2.49,578.19,0,0,0,0
2022-05-17 00:00:00,Bread_Whole,223,2.49,556.03,0,0,0,0
2022-05-18 00:00:00,Bread_Whole,240,2.49,597.32,0,0,0,0
2022-05-19 00:00:00,Bread_Whole,238,2.49,592.41,0,0,0,0
2022-05-20 00:00:00,Bread_Whole,196,2.49,488.31,0,0,0,0
2022-05-21 00:00:00,Bread_Whole,201,2.49,501.1,0,0,1,0
2022-05-22 00:00:00,Bread_Whole,219,2.49,546.24,0,0,1,0
2022-05-23 00:00:00,Bread_Whole,208,2.5,519.7,0,0,0,0
2022-05-24 00:00:00,Bread_Whole,220,2.5,549.53,0,0,0,0
2022-05-25 00:00:00,Bread_Whole,228,2.5,569.69,0,0,0,0
2022-05-26 00:00:00,Bread_Whole,248,2.5,618.89,0,0,0,0
2022-05-27 00:00:00,Bread_Whole,221,2.49,551.11,0,0,0,0
2022-05-28 00:00:00,Bread_Whole,220,2.5,548.98,0,0,1,0
2022-05-29 00:00:00,Bread_Whole,221,2.49,551.23,0,0,1,0
2022-05-30 00:00:00,Bread_Whole,223,2.5,556.68,0,1,0,0
2022-05-31 00:00:00,Bread_Whole,209,2.5,521.76,0,0,0,0
2022-06-01 00:00:00,Bread_Whole,227,2.5,567.26,0,0,0,0
2022-06-02 00:00:00,Bread_Whole,214,2.5,534.95,0,0,0,0
2022-06-03 00:00:00,Bread_Whole,209,2.5,521.93,0,0,0,0
2022-06-04 00:00:00,Bread_Whole,207,2.5,516.54,0,0,1,0
2022-06-05 00:00:00,Bread_Whole,203,2.49,506.04,0,0,1,0
2022-06-06 00:00:00,Bread_Whole,214,2.5,534.1,0,0,0,0
2022-06-07 00:00:00,Bread_Whole,226,2.5,564.03,0,0,0,0
2022-06-08 00:00:00,Bread_Whole,239,2.5,596.34,0,0,0,0
2022-06-09 00:00:00,Bread_Whole,219,2.5,547.52,0,0,0,0
